timestamp,cpu_usage,memory_usage,container_network_receive_bytes_total,container_network_transmit_bytes_total,container_fs_usage_bytes,container_restart_count,target
2024-01-01 00:00:00,37.454011884736246,37.454011884736246,37.454011884736246,37.454011884736246,37.454011884736246,37.454011884736246,0
2024-01-01 00:01:00,95.07143064099162,95.07143064099162,95.07143064099162,95.07143064099162,95.07143064099162,95.07143064099162,0
2024-01-01 00:02:00,73.1993941811405,73.1993941811405,73.1993941811405,73.1993941811405,73.1993941811405,73.1993941811405,0
2024-01-01 00:03:00,59.86584841970366,59.86584841970366,59.86584841970366,59.86584841970366,59.86584841970366,59.86584841970366,0
2024-01-01 00:04:00,15.601864044243651,15.601864044243651,15.601864044243651,15.601864044243651,15.601864044243651,15.601864044243651,0
2024-01-01 00:05:00,15.599452033620265,15.599452033620265,15.599452033620265,15.599452033620265,15.599452033620265,15.599452033620265,0
2024-01-01 00:06:00,5.8083612168199465,5.8083612168199465,5.8083612168199465,5.8083612168199465,5.8083612168199465,5.8083612168199465,0
2024-01-01 00:07:00,86.61761457749351,86.61761457749351,86.61761457749351,86.61761457749351,86.61761457749351,86.61761457749351,0
2024-01-01 00:08:00,60.11150117432088,60.11150117432088,60.11150117432088,60.11150117432088,60.11150117432088,60.11150117432088,0
2024-01-01 00:09:00,70.80725777960456,70.80725777960456,70.80725777960456,70.80725777960456,70.80725777960456,70.80725777960456,0
2024-01-01 00:10:00,2.0584494295802447,2.0584494295802447,2.0584494295802447,2.0584494295802447,2.0584494295802447,2.0584494295802447,0
2024-01-01 00:11:00,96.99098521619943,96.99098521619943,96.99098521619943,96.99098521619943,96.99098521619943,96.99098521619943,0
2024-01-01 00:12:00,83.24426408004217,83.24426408004217,83.24426408004217,83.24426408004217,83.24426408004217,83.24426408004217,0
2024-01-01 00:13:00,21.233911067827616,21.233911067827616,21.233911067827616,21.233911067827616,21.233911067827616,21.233911067827616,0
2024-01-01 00:14:00,18.182496720710063,18.182496720710063,18.182496720710063,18.182496720710063,18.182496720710063,18.182496720710063,0
2024-01-01 00:15:00,18.34045098534338,18.34045098534338,18.34045098534338,18.34045098534338,18.34045098534338,18.34045098534338,0
2024-01-01 00:16:00,30.42422429595377,30.42422429595377,30.42422429595377,30.42422429595377,30.42422429595377,30.42422429595377,0
2024-01-01 00:17:00,52.475643163223786,52.475643163223786,52.475643163223786,52.475643163223786,52.475643163223786,52.475643163223786,0
2024-01-01 00:18:00,43.194501864211574,43.194501864211574,43.194501864211574,43.194501864211574,43.194501864211574,43.194501864211574,0
2024-01-01 00:19:00,29.122914019804192,29.122914019804192,29.122914019804192,29.122914019804192,29.122914019804192,29.122914019804192,0
2024-01-01 00:20:00,61.18528947223795,61.18528947223795,61.18528947223795,61.18528947223795,61.18528947223795,61.18528947223795,0
2024-01-01 00:21:00,13.949386065204184,13.949386065204184,13.949386065204184,13.949386065204184,13.949386065204184,13.949386065204184,0
2024-01-01 00:22:00,29.214464853521815,29.214464853521815,29.214464853521815,29.214464853521815,29.214464853521815,29.214464853521815,1
2024-01-01 00:23:00,36.63618432936917,36.63618432936917,36.63618432936917,36.63618432936917,36.63618432936917,36.63618432936917,0
2024-01-01 00:24:00,45.606998421703594,45.606998421703594,45.606998421703594,45.606998421703594,45.606998421703594,45.606998421703594,1
2024-01-01 00:25:00,78.51759613930136,78.51759613930136,78.51759613930136,78.51759613930136,78.51759613930136,78.51759613930136,0
2024-01-01 00:26:00,19.967378215835975,19.967378215835975,19.967378215835975,19.967378215835975,19.967378215835975,19.967378215835975,0
2024-01-01 00:27:00,51.42344384136116,51.42344384136116,51.42344384136116,51.42344384136116,51.42344384136116,51.42344384136116,0
2024-01-01 00:28:00,59.24145688620425,59.24145688620425,59.24145688620425,59.24145688620425,59.24145688620425,59.24145688620425,0
2024-01-01 00:29:00,4.645041271999773,4.645041271999773,4.645041271999773,4.645041271999773,4.645041271999773,4.645041271999773,0
2024-01-01 00:30:00,60.75448519014384,60.75448519014384,60.75448519014384,60.75448519014384,60.75448519014384,60.75448519014384,0
2024-01-01 00:31:00,17.052412368729154,17.052412368729154,17.052412368729154,17.052412368729154,17.052412368729154,17.052412368729154,0
2024-01-01 00:32:00,6.505159298527952,6.505159298527952,6.505159298527952,6.505159298527952,6.505159298527952,6.505159298527952,0
2024-01-01 00:33:00,94.88855372533332,94.88855372533332,94.88855372533332,94.88855372533332,94.88855372533332,94.88855372533332,0
2024-01-01 00:34:00,96.56320330745594,96.56320330745594,96.56320330745594,96.56320330745594,96.56320330745594,96.56320330745594,0
2024-01-01 00:35:00,80.83973481164611,80.83973481164611,80.83973481164611,80.83973481164611,80.83973481164611,80.83973481164611,0
2024-01-01 00:36:00,30.46137691733707,30.46137691733707,30.46137691733707,30.46137691733707,30.46137691733707,30.46137691733707,0
2024-01-01 00:37:00,9.767211400638388,9.767211400638388,9.767211400638388,9.767211400638388,9.767211400638388,9.767211400638388,1
2024-01-01 00:38:00,68.42330265121569,68.42330265121569,68.42330265121569,68.42330265121569,68.42330265121569,68.42330265121569,0
2024-01-01 00:39:00,44.01524937396013,44.01524937396013,44.01524937396013,44.01524937396013,44.01524937396013,44.01524937396013,1
2024-01-01 00:40:00,12.203823484477883,12.203823484477883,12.203823484477883,12.203823484477883,12.203823484477883,12.203823484477883,0
2024-01-01 00:41:00,49.51769101112702,49.51769101112702,49.51769101112702,49.51769101112702,49.51769101112702,49.51769101112702,0
2024-01-01 00:42:00,3.4388521115218396,3.4388521115218396,3.4388521115218396,3.4388521115218396,3.4388521115218396,3.4388521115218396,0
2024-01-01 00:43:00,90.9320402078782,90.9320402078782,90.9320402078782,90.9320402078782,90.9320402078782,90.9320402078782,0
2024-01-01 00:44:00,25.87799816000169,25.87799816000169,25.87799816000169,25.87799816000169,25.87799816000169,25.87799816000169,0
2024-01-01 00:45:00,66.2522284353982,66.2522284353982,66.2522284353982,66.2522284353982,66.2522284353982,66.2522284353982,0
2024-01-01 00:46:00,31.171107608941096,31.171107608941096,31.171107608941096,31.171107608941096,31.171107608941096,31.171107608941096,0
2024-01-01 00:47:00,52.00680211778108,52.00680211778108,52.00680211778108,52.00680211778108,52.00680211778108,52.00680211778108,0
2024-01-01 00:48:00,54.67102793432797,54.67102793432797,54.67102793432797,54.67102793432797,54.67102793432797,54.67102793432797,0
2024-01-01 00:49:00,18.485445552552704,18.485445552552704,18.485445552552704,18.485445552552704,18.485445552552704,18.485445552552704,0
2024-01-01 00:50:00,96.95846277645586,96.95846277645586,96.95846277645586,96.95846277645586,96.95846277645586,96.95846277645586,0
2024-01-01 00:51:00,77.51328233611146,77.51328233611146,77.51328233611146,77.51328233611146,77.51328233611146,77.51328233611146,0
2024-01-01 00:52:00,93.9498941564189,93.9498941564189,93.9498941564189,93.9498941564189,93.9498941564189,93.9498941564189,0
2024-01-01 00:53:00,89.48273504276489,89.48273504276489,89.48273504276489,89.48273504276489,89.48273504276489,89.48273504276489,0
2024-01-01 00:54:00,59.78999788110851,59.78999788110851,59.78999788110851,59.78999788110851,59.78999788110851,59.78999788110851,0
2024-01-01 00:55:00,92.18742350231169,92.18742350231169,92.18742350231169,92.18742350231169,92.18742350231169,92.18742350231169,0
2024-01-01 00:56:00,8.84925020519195,8.84925020519195,8.84925020519195,8.84925020519195,8.84925020519195,8.84925020519195,0
2024-01-01 00:57:00,19.59828624191452,19.59828624191452,19.59828624191452,19.59828624191452,19.59828624191452,19.59828624191452,0
2024-01-01 00:58:00,4.522728891053807,4.522728891053807,4.522728891053807,4.522728891053807,4.522728891053807,4.522728891053807,0
2024-01-01 00:59:00,32.53303307632643,32.53303307632643,32.53303307632643,32.53303307632643,32.53303307632643,32.53303307632643,0
2024-01-01 01:00:00,38.8677289689482,38.8677289689482,38.8677289689482,38.8677289689482,38.8677289689482,38.8677289689482,1
2024-01-01 01:01:00,27.134903177389592,27.134903177389592,27.134903177389592,27.134903177389592,27.134903177389592,27.134903177389592,1
2024-01-01 01:02:00,82.87375091519293,82.87375091519293,82.87375091519293,82.87375091519293,82.87375091519293,82.87375091519293,0
2024-01-01 01:03:00,35.67533266935893,35.67533266935893,35.67533266935893,35.67533266935893,35.67533266935893,35.67533266935893,0
2024-01-01 01:04:00,28.093450968738075,28.093450968738075,28.093450968738075,28.093450968738075,28.093450968738075,28.093450968738075,0
